"","FPR","Sensitivity"
"1",0,0
"2",0,0.037037037037037
"3",0,0.0740740740740741
"4",0,0.111111111111111
"5",0,0.148148148148148
"6",0,0.185185185185185
"7",0,0.222222222222222
"8",0,0.259259259259259
"9",0,0.296296296296296
"10",0,0.333333333333333
"11",0,0.37037037037037
"12",0,0.407407407407407
"13",0,0.444444444444444
"14",0,0.481481481481481
"15",0,0.518518518518518
"16",0.0181818181818182,0.518518518518518
"17",0.0181818181818182,0.555555555555556
"18",0.0181818181818182,0.592592592592593
"19",0.0181818181818182,0.62962962962963
"20",0.0363636363636364,0.62962962962963
"21",0.0363636363636364,0.666666666666667
"22",0.0545454545454545,0.666666666666667
"23",0.0545454545454545,0.703703703703704
"24",0.0727272727272727,0.703703703703704
"25",0.0909090909090909,0.703703703703704
"26",0.109090909090909,0.703703703703704
"27",0.109090909090909,0.740740740740741
"28",0.127272727272727,0.740740740740741
"29",0.145454545454545,0.740740740740741
"30",0.145454545454545,0.777777777777778
"31",0.145454545454545,0.814814814814815
"32",0.163636363636364,0.814814814814815
"33",0.181818181818182,0.814814814814815
"34",0.2,0.814814814814815
"35",0.218181818181818,0.814814814814815
"36",0.218181818181818,0.851851851851852
"37",0.236363636363636,0.851851851851852
"38",0.236363636363636,0.888888888888889
"39",0.272727272727273,0.888888888888889
"40",0.272727272727273,0.925925925925926
"41",0.290909090909091,0.925925925925926
"42",0.309090909090909,0.925925925925926
"43",0.327272727272727,0.925925925925926
"44",0.345454545454545,0.925925925925926
"45",0.363636363636364,0.925925925925926
"46",0.381818181818182,0.925925925925926
"47",0.4,0.925925925925926
"48",0.418181818181818,0.962962962962963
"49",0.436363636363636,0.962962962962963
"50",0.454545454545455,0.962962962962963
"51",0.472727272727273,0.962962962962963
"52",0.490909090909091,0.962962962962963
"53",0.509090909090909,0.962962962962963
"54",0.527272727272727,0.962962962962963
"55",0.545454545454545,0.962962962962963
"56",0.563636363636364,0.962962962962963
"57",0.581818181818182,0.962962962962963
"58",0.6,0.962962962962963
"59",0.618181818181818,0.962962962962963
"60",0.618181818181818,1
"61",0.636363636363636,1
"62",0.654545454545455,1
"63",0.672727272727273,1
"64",0.690909090909091,1
"65",0.709090909090909,1
"66",0.727272727272727,1
"67",0.745454545454545,1
"68",0.763636363636364,1
"69",0.781818181818182,1
"70",0.8,1
"71",0.818181818181818,1
"72",0.836363636363636,1
"73",0.854545454545454,1
"74",0.872727272727273,1
"75",0.890909090909091,1
"76",0.909090909090909,1
"77",0.927272727272727,1
"78",0.945454545454545,1
"79",0.963636363636364,1
"80",0.981818181818182,1
"81",1,1
